"Tabela 9605 - População residente, por cor ou raça, nos Censos Demográficos"
"Variável - População residente"
"Nível","Cód.","Município","Ano x Cor ou raça"
"Nível","Cód.","Município","2022"
"Nível","Cód.","Município","Branca",,"Preta",,"Amarela",,"Parda",,"Indígena"
"MU","4207577","Iomerê (SC)","2658","Pessoas","16","Pessoas","-","Pessoas","201","Pessoas","2","Pessoas"
"MU","4207601","Ipira (SC)","3940","Pessoas","55","Pessoas","-","Pessoas","582","Pessoas","1","Pessoas"
"MU","4207650","Iporã do Oeste (SC)","8522","Pessoas","69","Pessoas","3","Pessoas","741","Pessoas","-","Pessoas"
"MU","4207684","Ipuaçu (SC)","2603","Pessoas","63","Pessoas","-","Pessoas","847","Pessoas","4217","Pessoas"
"MU","4207700","Ipumirim (SC)","6359","Pessoas","150","Pessoas","3","Pessoas","1301","Pessoas","2","Pessoas"
"MU","4207759","Iraceminha (SC)","3356","Pessoas","30","Pessoas","2","Pessoas","596","Pessoas","2","Pessoas"
"MU","4207809","Irani (SC)","7031","Pessoas","274","Pessoas","5","Pessoas","2879","Pessoas","6","Pessoas"
"MU","4207858","Irati (SC)","1601","Pessoas","66","Pessoas","2","Pessoas","400","Pessoas","-","Pessoas"
"MU","4207908","Irineópolis (SC)","7877","Pessoas","280","Pessoas","2","Pessoas","2118","Pessoas","8","Pessoas"
"MU","4208005","Itá (SC)","5695","Pessoas","171","Pessoas","5","Pessoas","1189","Pessoas","7","Pessoas"
"MU","4208104","Itaiópolis (SC)","17356","Pessoas","306","Pessoas","14","Pessoas","4311","Pessoas","63","Pessoas"
"MU","4208203","Itajaí (SC)","183894","Pessoas","16785","Pessoas","687","Pessoas","62424","Pessoas","259","Pessoas"
"MU","4208302","Itapema (SC)","56358","Pessoas","3421","Pessoas","156","Pessoas","15906","Pessoas","98","Pessoas"
"MU","4208401","Itapiranga (SC)","13819","Pessoas","336","Pessoas","3","Pessoas","2455","Pessoas","25","Pessoas"
"MU","4208450","Itapoá (SC)","21077","Pessoas","1078","Pessoas","67","Pessoas","8484","Pessoas","42","Pessoas"
"MU","4208500","Ituporanga (SC)","22176","Pessoas","938","Pessoas","24","Pessoas","3361","Pessoas","26","Pessoas"
"MU","4208609","Jaborá (SC)","3284","Pessoas","97","Pessoas","2","Pessoas","927","Pessoas","-","Pessoas"
"MU","4208708","Jacinto Machado (SC)","8711","Pessoas","112","Pessoas","4","Pessoas","1787","Pessoas","10","Pessoas"
"MU","4208807","Jaguaruna (SC)","17386","Pessoas","1015","Pessoas","17","Pessoas","1936","Pessoas","20","Pessoas"
"MU","4208906","Jaraguá do Sul (SC)","140181","Pessoas","6151","Pessoas","368","Pessoas","35861","Pessoas","95","Pessoas"
"MU","4208955","Jardinópolis (SC)","1282","Pessoas","87","Pessoas","1","Pessoas","403","Pessoas","3","Pessoas"
"MU","4209003","Joaçaba (SC)","23374","Pessoas","822","Pessoas","32","Pessoas","5903","Pessoas","13","Pessoas"
"MU","4209102","Joinville (SC)","468401","Pessoas","25532","Pessoas","1599","Pessoas","120284","Pessoas","463","Pessoas"
"MU","4209151","José Boiteux (SC)","4025","Pessoas","112","Pessoas","9","Pessoas","466","Pessoas","1373","Pessoas"
"MU","4209177","Jupiá (SC)","1891","Pessoas","76","Pessoas","1","Pessoas","586","Pessoas","1","Pessoas"
"MU","4209201","Lacerdópolis (SC)","1925","Pessoas","28","Pessoas","-","Pessoas","295","Pessoas","-","Pessoas"
"MU","4209300","Lages (SC)","114559","Pessoas","7124","Pessoas","250","Pessoas","42947","Pessoas","100","Pessoas"
"MU","4209409","Laguna (SC)","36535","Pessoas","1776","Pessoas","39","Pessoas","4410","Pessoas","25","Pessoas"
"MU","4209458","Lajeado Grande (SC)","1229","Pessoas","7","Pessoas","-","Pessoas","466","Pessoas","-","Pessoas"
"MU","4209508","Laurentino (SC)","7137","Pessoas","127","Pessoas","5","Pessoas","662","Pessoas","1","Pessoas"
"MU","4209607","Lauro Müller (SC)","12226","Pessoas","315","Pessoas","2","Pessoas","1835","Pessoas","3","Pessoas"
"MU","4209706","Lebon Régis (SC)","6776","Pessoas","277","Pessoas","19","Pessoas","4399","Pessoas","1","Pessoas"
"MU","4209805","Leoberto Leal (SC)","3076","Pessoas","30","Pessoas","-","Pessoas","224","Pessoas","-","Pessoas"
"MU","4209854","Lindóia do Sul (SC)","3605","Pessoas","82","Pessoas","-","Pessoas","857","Pessoas","5","Pessoas"
"MU","4209904","Lontras (SC)","11615","Pessoas","191","Pessoas","4","Pessoas","1054","Pessoas","9","Pessoas"
"MU","4210001","Luiz Alves (SC)","9628","Pessoas","175","Pessoas","9","Pessoas","1869","Pessoas","3","Pessoas"
"MU","4210035","Luzerna (SC)","5100","Pessoas","62","Pessoas","1","Pessoas","627","Pessoas","4","Pessoas"
"MU","4210050","Macieira (SC)","1324","Pessoas","18","Pessoas","-","Pessoas","436","Pessoas","-","Pessoas"
"MU","4210100","Mafra (SC)","45040","Pessoas","731","Pessoas","75","Pessoas","9362","Pessoas","75","Pessoas"
"MU","4210209","Major Gercino (SC)","2723","Pessoas","57","Pessoas","-","Pessoas","288","Pessoas","146","Pessoas"
"MU","4210308","Major Vieira (SC)","5840","Pessoas","155","Pessoas","4","Pessoas","1424","Pessoas","1","Pessoas"
"MU","4210407","Maracajá (SC)","6815","Pessoas","167","Pessoas","2","Pessoas","814","Pessoas","17","Pessoas"
"MU","4210506","Maravilha (SC)","22688","Pessoas","703","Pessoas","14","Pessoas","4841","Pessoas","2","Pessoas"
"MU","4210555","Marema (SC)","1844","Pessoas","59","Pessoas","-","Pessoas","252","Pessoas","29","Pessoas"
"MU","4210605","Massaranduba (SC)","14447","Pessoas","283","Pessoas","18","Pessoas","2389","Pessoas","25","Pessoas"
"MU","4210704","Matos Costa (SC)","1677","Pessoas","81","Pessoas","-","Pessoas","1003","Pessoas","-","Pessoas"
"MU","4210803","Meleiro (SC)","6381","Pessoas","101","Pessoas","2","Pessoas","522","Pessoas","-","Pessoas"
"MU","4210852","Mirim Doce (SC)","1962","Pessoas","45","Pessoas","-","Pessoas","503","Pessoas","1","Pessoas"
"MU","4210902","Modelo (SC)","3415","Pessoas","34","Pessoas","3","Pessoas","628","Pessoas","-","Pessoas"
"MU","4211009","Mondaí (SC)","8590","Pessoas","167","Pessoas","1","Pessoas","1299","Pessoas","9","Pessoas"
"MU","4211058","Monte Carlo (SC)","5296","Pessoas","353","Pessoas","14","Pessoas","3446","Pessoas","7","Pessoas"
"MU","4211108","Monte Castelo (SC)","5258","Pessoas","136","Pessoas","15","Pessoas","2327","Pessoas","-","Pessoas"
"MU","4211207","Morro da Fumaça (SC)","15594","Pessoas","799","Pessoas","8","Pessoas","2127","Pessoas","8","Pessoas"
"MU","4211256","Morro Grande (SC)","2764","Pessoas","36","Pessoas","-","Pessoas","210","Pessoas","-","Pessoas"
"MU","4211306","Navegantes (SC)","57698","Pessoas","4153","Pessoas","127","Pessoas","24300","Pessoas","122","Pessoas"
"MU","4211405","Nova Erechim (SC)","3740","Pessoas","226","Pessoas","-","Pessoas","1189","Pessoas","-","Pessoas"
"MU","4211454","Nova Itaberaba (SC)","3294","Pessoas","129","Pessoas","-","Pessoas","1106","Pessoas","7","Pessoas"
"MU","4211504","Nova Trento (SC)","11825","Pessoas","231","Pessoas","12","Pessoas","1609","Pessoas","50","Pessoas"
"MU","4211603","Nova Veneza (SC)","11714","Pessoas","374","Pessoas","5","Pessoas","1569","Pessoas","2","Pessoas"
"MU","4211652","Novo Horizonte (SC)","1971","Pessoas","46","Pessoas","2","Pessoas","624","Pessoas","-","Pessoas"
"MU","4211702","Orleans (SC)","20173","Pessoas","746","Pessoas","6","Pessoas","2730","Pessoas","6","Pessoas"
"MU","4211751","Otacílio Costa (SC)","11964","Pessoas","386","Pessoas","4","Pessoas","4951","Pessoas","7","Pessoas"
"MU","4211801","Ouro (SC)","5612","Pessoas","178","Pessoas","1","Pessoas","1240","Pessoas","1","Pessoas"
"MU","4211850","Ouro Verde (SC)","1319","Pessoas","52","Pessoas","1","Pessoas","809","Pessoas","-","Pessoas"
"MU","4211876","Paial (SC)","1471","Pessoas","22","Pessoas","-","Pessoas","424","Pessoas","10","Pessoas"
"MU","4211892","Painel (SC)","1392","Pessoas","124","Pessoas","-","Pessoas","699","Pessoas","-","Pessoas"
"MU","4211900","Palhoça (SC)","159431","Pessoas","15208","Pessoas","394","Pessoas","46926","Pessoas","629","Pessoas"
"MU","4212007","Palma Sola (SC)","5318","Pessoas","243","Pessoas","8","Pessoas","2035","Pessoas","1","Pessoas"
"MU","4212056","Palmeira (SC)","1698","Pessoas","75","Pessoas","3","Pessoas","784","Pessoas","1","Pessoas"
"MU","4212106","Palmitos (SC)","13081","Pessoas","222","Pessoas","12","Pessoas","2302","Pessoas","9","Pessoas"
"MU","4212205","Papanduva (SC)","13842","Pessoas","303","Pessoas","43","Pessoas","4956","Pessoas","6","Pessoas"
"MU","4212239","Paraíso (SC)","3490","Pessoas","76","Pessoas","-","Pessoas","701","Pessoas","-","Pessoas"
"MU","4212254","Passo de Torres (SC)","10611","Pessoas","418","Pessoas","9","Pessoas","1843","Pessoas","16","Pessoas"
"MU","4212270","Passos Maia (SC)","2213","Pessoas","172","Pessoas","-","Pessoas","1638","Pessoas","11","Pessoas"
"MU","4212304","Paulo Lopes (SC)","7817","Pessoas","373","Pessoas","3","Pessoas","860","Pessoas","10","Pessoas"
"MU","4212403","Pedras Grandes (SC)","4047","Pessoas","37","Pessoas","-","Pessoas","160","Pessoas","1","Pessoas"
"MU","4212502","Penha (SC)","26624","Pessoas","1151","Pessoas","46","Pessoas","5791","Pessoas","51","Pessoas"
"MU","4212601","Peritiba (SC)","2674","Pessoas","28","Pessoas","-","Pessoas","290","Pessoas","-","Pessoas"
"MU","4212650","Pescaria Brava (SC)","8710","Pessoas","549","Pessoas","1","Pessoas","923","Pessoas","7","Pessoas"
"MU","4212700","Petrolândia (SC)","6000","Pessoas","99","Pessoas","2","Pessoas","614","Pessoas","1","Pessoas"
"MU","4212809","Balneário Piçarras (SC)","20222","Pessoas","1033","Pessoas","54","Pessoas","5759","Pessoas","58","Pessoas"
"MU","4212908","Pinhalzinho (SC)","16595","Pessoas","688","Pessoas","18","Pessoas","4658","Pessoas","13","Pessoas"
"MU","4213005","Pinheiro Preto (SC)","2570","Pessoas","66","Pessoas","-","Pessoas","832","Pessoas","5","Pessoas"
"MU","4213104","Piratuba (SC)","4570","Pessoas","82","Pessoas","15","Pessoas","1099","Pessoas","3","Pessoas"
"MU","4213153","Planalto Alegre (SC)","2025","Pessoas","67","Pessoas","1","Pessoas","853","Pessoas","-","Pessoas"
"MU","4213203","Pomerode (SC)","27562","Pessoas","850","Pessoas","45","Pessoas","5802","Pessoas","29","Pessoas"
"MU","4213302","Ponte Alta (SC)","2808","Pessoas","126","Pessoas","22","Pessoas","1480","Pessoas","1","Pessoas"
"MU","4213351","Ponte Alta do Norte (SC)","1914","Pessoas","43","Pessoas","1","Pessoas","1252","Pessoas","-","Pessoas"
"MU","4213401","Ponte Serrada (SC)","6161","Pessoas","353","Pessoas","10","Pessoas","4107","Pessoas","18","Pessoas"
"MU","4213500","Porto Belo (SC)","21192","Pessoas","1228","Pessoas","37","Pessoas","5210","Pessoas","20","Pessoas"
"MU","4213609","Porto União (SC)","24921","Pessoas","695","Pessoas","36","Pessoas","7278","Pessoas","40","Pessoas"
"MU","4213708","Pouso Redondo (SC)","13362","Pessoas","319","Pessoas","23","Pessoas","3385","Pessoas","34","Pessoas"
"MU","4213807","Praia Grande (SC)","7002","Pessoas","181","Pessoas","-","Pessoas","1077","Pessoas","10","Pessoas"
"MU","4213906","Presidente Castello Branco (SC)","1502","Pessoas","26","Pessoas","-","Pessoas","161","Pessoas","-","Pessoas"
"MU","4214003","Presidente Getúlio (SC)","15742","Pessoas","623","Pessoas","8","Pessoas","3573","Pessoas","64","Pessoas"
"MU","4214102","Presidente Nereu (SC)","2074","Pessoas","20","Pessoas","-","Pessoas","203","Pessoas","4","Pessoas"
"MU","4214151","Princesa (SC)","2367","Pessoas","27","Pessoas","3","Pessoas","565","Pessoas","2","Pessoas"
"MU","4214201","Quilombo (SC)","8218","Pessoas","505","Pessoas","6","Pessoas","2290","Pessoas","3","Pessoas"
"MU","4214300","Rancho Queimado (SC)","2997","Pessoas","62","Pessoas","1","Pessoas","213","Pessoas","5","Pessoas"
"MU","4214409","Rio das Antas (SC)","4383","Pessoas","115","Pessoas","20","Pessoas","1731","Pessoas","4","Pessoas"
"MU","4214508","Rio do Campo (SC)","5361","Pessoas","102","Pessoas","7","Pessoas","953","Pessoas","29","Pessoas"
"MU","4214607","Rio do Oeste (SC)","7260","Pessoas","83","Pessoas","9","Pessoas","395","Pessoas","-","Pessoas"
"MU","4214706","Rio dos Cedros (SC)","9029","Pessoas","225","Pessoas","3","Pessoas","1602","Pessoas","6","Pessoas"
"MU","4214805","Rio do Sul (SC)","59424","Pessoas","2050","Pessoas","108","Pessoas","10890","Pessoas","111","Pessoas"
"MU","4214904","Rio Fortuna (SC)","4582","Pessoas","42","Pessoas","-","Pessoas","222","Pessoas","1","Pessoas"
"MU","4215000","Rio Negrinho (SC)","29576","Pessoas","666","Pessoas","57","Pessoas","8922","Pessoas","40","Pessoas"
"MU","4215059","Rio Rufino (SC)","1581","Pessoas","146","Pessoas","1","Pessoas","669","Pessoas","-","Pessoas"
"MU","4215075","Riqueza (SC)","3549","Pessoas","149","Pessoas","3","Pessoas","1066","Pessoas","1","Pessoas"
"MU","4215109","Rodeio (SC)","10781","Pessoas","167","Pessoas","2","Pessoas","1800","Pessoas","7","Pessoas"
"MU","4215208","Romelândia (SC)","3740","Pessoas","170","Pessoas","5","Pessoas","907","Pessoas","1","Pessoas"
"MU","4215307","Salete (SC)","6397","Pessoas","32","Pessoas","1","Pessoas","1059","Pessoas","-","Pessoas"
"MU","4215356","Saltinho (SC)","2341","Pessoas","151","Pessoas","1","Pessoas","1139","Pessoas","-","Pessoas"
"MU","4215406","Salto Veloso (SC)","3217","Pessoas","172","Pessoas","4","Pessoas","993","Pessoas","3","Pessoas"
"MU","4215455","Sangão (SC)","10500","Pessoas","763","Pessoas","-","Pessoas","1619","Pessoas","-","Pessoas"
"MU","4215505","Santa Cecília (SC)","10199","Pessoas","244","Pessoas","9","Pessoas","5093","Pessoas","1","Pessoas"
"MU","4215554","Santa Helena (SC)","2074","Pessoas","34","Pessoas","4","Pessoas","313","Pessoas","-","Pessoas"
"MU","4215604","Santa Rosa de Lima (SC)","1980","Pessoas","17","Pessoas","-","Pessoas","90","Pessoas","1","Pessoas"
"MU","4215653","Santa Rosa do Sul (SC)","8411","Pessoas","239","Pessoas","-","Pessoas","1138","Pessoas","4","Pessoas"
"MU","4215679","Santa Terezinha (SC)","7021","Pessoas","50","Pessoas","2","Pessoas","990","Pessoas","3","Pessoas"
"MU","4215687","Santa Terezinha do Progresso (SC)","1887","Pessoas","143","Pessoas","2","Pessoas","544","Pessoas","-","Pessoas"
"MU","4215695","Santiago do Sul (SC)","1240","Pessoas","131","Pessoas","6","Pessoas","274","Pessoas","-","Pessoas"
"MU","4215703","Santo Amaro da Imperatriz (SC)","23485","Pessoas","1252","Pessoas","25","Pessoas","2474","Pessoas","33","Pessoas"
"MU","4215752","São Bernardino (SC)","1809","Pessoas","112","Pessoas","4","Pessoas","757","Pessoas","2","Pessoas"
"MU","4215802","São Bento do Sul (SC)","66613","Pessoas","1423","Pessoas","60","Pessoas","15133","Pessoas","48","Pessoas"
"MU","4215901","São Bonifácio (SC)","2797","Pessoas","35","Pessoas","-","Pessoas","114","Pessoas","-","Pessoas"
"MU","4216008","São Carlos (SC)","8877","Pessoas","162","Pessoas","5","Pessoas","1235","Pessoas","3","Pessoas"
"MU","4216057","São Cristóvão do Sul (SC)","3701","Pessoas","210","Pessoas","5","Pessoas","2162","Pessoas","6","Pessoas"
"MU","4216107","São Domingos (SC)","6152","Pessoas","272","Pessoas","1","Pessoas","2753","Pessoas","48","Pessoas"
"MU","4216206","São Francisco do Sul (SC)","38559","Pessoas","2258","Pessoas","95","Pessoas","11545","Pessoas","217","Pessoas"
"MU","4216255","São João do Oeste (SC)","5977","Pessoas","22","Pessoas","1","Pessoas","294","Pessoas","1","Pessoas"
"MU","4216305","São João Batista (SC)","26707","Pessoas","1159","Pessoas","28","Pessoas","4752","Pessoas","41","Pessoas"
"MU","4216354","São João do Itaperiú (SC)","3657","Pessoas","47","Pessoas","4","Pessoas","752","Pessoas","3","Pessoas"
"MU","4216404","São João do Sul (SC)","7804","Pessoas","193","Pessoas","5","Pessoas","658","Pessoas","8","Pessoas"
"MU","4216503","São Joaquim (SC)","16032","Pessoas","1410","Pessoas","172","Pessoas","8317","Pessoas","8","Pessoas"
"MU","4216602","São José (SC)","199523","Pessoas","19167","Pessoas","531","Pessoas","50768","Pessoas","307","Pessoas"
"MU","4216701","São José do Cedro (SC)","11846","Pessoas","215","Pessoas","1","Pessoas","2104","Pessoas","1","Pessoas"
"MU","4216800","São José do Cerrito (SC)","6593","Pessoas","197","Pessoas","5","Pessoas","1907","Pessoas","6","Pessoas"
"MU","4216909","São Lourenço do Oeste (SC)","18211","Pessoas","694","Pessoas","30","Pessoas","5838","Pessoas","17","Pessoas"
"MU","4217006","São Ludgero (SC)","10545","Pessoas","576","Pessoas","9","Pessoas","2368","Pessoas","11","Pessoas"
"MU","4217105","São Martinho (SC)","3231","Pessoas","25","Pessoas","-","Pessoas","149","Pessoas","-","Pessoas"
"MU","4217154","São Miguel da Boa Vista (SC)","1393","Pessoas","20","Pessoas","-","Pessoas","368","Pessoas","-","Pessoas"
"MU","4217204","São Miguel do Oeste (SC)","36359","Pessoas","1249","Pessoas","33","Pessoas","6653","Pessoas","28","Pessoas"
"MU","4217253","São Pedro de Alcântara (SC)","4903","Pessoas","197","Pessoas","7","Pessoas","663","Pessoas","6","Pessoas"
"MU","4217303","Saudades (SC)","8669","Pessoas","309","Pessoas","2","Pessoas","1277","Pessoas","8","Pessoas"
"MU","4217402","Schroeder (SC)","15544","Pessoas","568","Pessoas","15","Pessoas","3915","Pessoas","19","Pessoas"
"MU","4217501","Seara (SC)","14187","Pessoas","626","Pessoas","11","Pessoas","3677","Pessoas","118","Pessoas"
"MU","4217550","Serra Alta (SC)","2798","Pessoas","32","Pessoas","-","Pessoas","473","Pessoas","-","Pessoas"
"MU","4217600","Siderópolis (SC)","10835","Pessoas","943","Pessoas","2","Pessoas","1929","Pessoas","5","Pessoas"
"MU","4217709","Sombrio (SC)","25844","Pessoas","666","Pessoas","17","Pessoas","3449","Pessoas","14","Pessoas"
"MU","4217758","Sul Brasil (SC)","2182","Pessoas","65","Pessoas","-","Pessoas","585","Pessoas","-","Pessoas"
"MU","4217808","Taió (SC)","15609","Pessoas","354","Pessoas","6","Pessoas","2328","Pessoas","13","Pessoas"
"MU","4217907","Tangará (SC)","6468","Pessoas","95","Pessoas","-","Pessoas","1580","Pessoas","-","Pessoas"
"MU","4217956","Tigrinhos (SC)","1925","Pessoas","14","Pessoas","-","Pessoas","390","Pessoas","-","Pessoas"
"MU","4218004","Tijucas (SC)","38020","Pessoas","2930","Pessoas","36","Pessoas","10422","Pessoas","181","Pessoas"
"MU","4218103","Timbé do Sul (SC)","4650","Pessoas","134","Pessoas","4","Pessoas","594","Pessoas","4","Pessoas"
"MU","4218202","Timbó (SC)","37696","Pessoas","1008","Pessoas","50","Pessoas","7325","Pessoas","20","Pessoas"
"MU","4218251","Timbó Grande (SC)","3810","Pessoas","178","Pessoas","3","Pessoas","3339","Pessoas","12","Pessoas"
"MU","4218301","Três Barras (SC)","14326","Pessoas","600","Pessoas","23","Pessoas","4775","Pessoas","22","Pessoas"
"MU","4218350","Treviso (SC)","3296","Pessoas","87","Pessoas","-","Pessoas","399","Pessoas","-","Pessoas"
"MU","4218400","Treze de Maio (SC)","6828","Pessoas","116","Pessoas","-","Pessoas","411","Pessoas","6","Pessoas"
"MU","4218509","Treze Tílias (SC)","6809","Pessoas","191","Pessoas","13","Pessoas","1768","Pessoas","6","Pessoas"
"MU","4218608","Trombudo Central (SC)","6084","Pessoas","119","Pessoas","4","Pessoas","1063","Pessoas","4","Pessoas"
"MU","4218707","Tubarão (SC)","95172","Pessoas","5060","Pessoas","95","Pessoas","9716","Pessoas","45","Pessoas"
"MU","4218756","Tunápolis (SC)","4529","Pessoas","56","Pessoas","5","Pessoas","326","Pessoas","-","Pessoas"
"MU","4218806","Turvo (SC)","11393","Pessoas","260","Pessoas","3","Pessoas","1387","Pessoas","-","Pessoas"
"MU","4218855","União do Oeste (SC)","2037","Pessoas","87","Pessoas","1","Pessoas","649","Pessoas","-","Pessoas"
"MU","4218905","Urubici (SC)","7624","Pessoas","479","Pessoas","8","Pessoas","2714","Pessoas","9","Pessoas"
"MU","4218954","Urupema (SC)","1654","Pessoas","215","Pessoas","7","Pessoas","779","Pessoas","1","Pessoas"
"MU","4219002","Urussanga (SC)","18450","Pessoas","602","Pessoas","6","Pessoas","1857","Pessoas","4","Pessoas"
"MU","4219101","Vargeão (SC)","2492","Pessoas","101","Pessoas","-","Pessoas","1041","Pessoas","-","Pessoas"
"MU","4219150","Vargem (SC)","1710","Pessoas","25","Pessoas","1","Pessoas","891","Pessoas","-","Pessoas"
"MU","4219176","Vargem Bonita (SC)","2869","Pessoas","168","Pessoas","34","Pessoas","1500","Pessoas","5","Pessoas"
"MU","4219200","Vidal Ramos (SC)","5737","Pessoas","80","Pessoas","-","Pessoas","372","Pessoas","-","Pessoas"
"MU","4219309","Videira (SC)","40698","Pessoas","1650","Pessoas","25","Pessoas","13080","Pessoas","10","Pessoas"
"MU","4219358","Vitor Meireles (SC)","4495","Pessoas","35","Pessoas","4","Pessoas","377","Pessoas","459","Pessoas"
"MU","4219408","Witmarsum (SC)","3660","Pessoas","37","Pessoas","-","Pessoas","550","Pessoas","8","Pessoas"
"MU","4219507","Xanxerê (SC)","36281","Pessoas","1401","Pessoas","52","Pessoas","13708","Pessoas","165","Pessoas"
"MU","4219606","Xavantina (SC)","3192","Pessoas","38","Pessoas","-","Pessoas","417","Pessoas","6","Pessoas"
"MU","4219705","Xaxim (SC)","21534","Pessoas","1709","Pessoas","22","Pessoas","8601","Pessoas","52","Pessoas"
"MU","4219853","Zortéa (SC)","2739","Pessoas","188","Pessoas","1","Pessoas","1002","Pessoas","-","Pessoas"
"MU","4220000","Balneário Rincão (SC)","13113","Pessoas","912","Pessoas","3","Pessoas","1945","Pessoas","8","Pessoas"
"MU","4300034","Aceguá (RS)","3310","Pessoas","376","Pessoas","5","Pessoas","460","Pessoas","19","Pessoas"
"MU","4300059","Água Santa (RS)","3070","Pessoas","49","Pessoas","3","Pessoas","390","Pessoas","399","Pessoas"
"MU","4300109","Agudo (RS)","13646","Pessoas","508","Pessoas","7","Pessoas","1879","Pessoas","1","Pessoas"
"MU","4300208","Ajuricaba (RS)","5704","Pessoas","123","Pessoas","4","Pessoas","888","Pessoas","1","Pessoas"
"MU","4300307","Alecrim (RS)","5083","Pessoas","70","Pessoas","2","Pessoas","968","Pessoas","-","Pessoas"
"MU","4300406","Alegrete (RS)","49491","Pessoas","6454","Pessoas","22","Pessoas","16383","Pessoas","59","Pessoas"
"MU","4300455","Alegria (RS)","2918","Pessoas","55","Pessoas","-","Pessoas","678","Pessoas","-","Pessoas"
"MU","4300471","Almirante Tamandaré do Sul (RS)","1747","Pessoas","54","Pessoas","-","Pessoas","168","Pessoas","-","Pessoas"
"MU","4300505","Alpestre (RS)","5829","Pessoas","163","Pessoas","4","Pessoas","1112","Pessoas","9","Pessoas"
"MU","4300554","Alto Alegre (RS)","1555","Pessoas","39","Pessoas","-","Pessoas","206","Pessoas","-","Pessoas"
"MU","4300570","Alto Feliz (RS)","2818","Pessoas","60","Pessoas","1","Pessoas","193","Pessoas","-","Pessoas"
"MU","4300604","Alvorada (RS)","124902","Pessoas","27839","Pessoas","111","Pessoas","34228","Pessoas","234","Pessoas"
"MU","4300638","Amaral Ferrador (RS)","4216","Pessoas","541","Pessoas","7","Pessoas","545","Pessoas","1","Pessoas"
"MU","4300646","Ametista do Sul (RS)","5402","Pessoas","196","Pessoas","9","Pessoas","2031","Pessoas","12","Pessoas"
"MU","4300661","André da Rocha (RS)","800","Pessoas","68","Pessoas","5","Pessoas","256","Pessoas","6","Pessoas"
"MU","4300703","Anta Gorda (RS)","5598","Pessoas","61","Pessoas","1","Pessoas","296","Pessoas","1","Pessoas"
"MU","4300802","Antônio Prado (RS)","11085","Pessoas","438","Pessoas","2","Pessoas","1513","Pessoas","7","Pessoas"
"MU","4300851","Arambaré (RS)","3308","Pessoas","408","Pessoas","5","Pessoas","387","Pessoas","4","Pessoas"
"MU","4300877","Araricá (RS)","6929","Pessoas","147","Pessoas","2","Pessoas","1443","Pessoas","4","Pessoas"
"MU","4300901","Aratiba (RS)","5740","Pessoas","148","Pessoas","1","Pessoas","594","Pessoas","-","Pessoas"
"MU","4301008","Arroio do Meio (RS)","19260","Pessoas","644","Pessoas","4","Pessoas","2043","Pessoas","7","Pessoas"
"MU","4301057","Arroio do Sal (RS)","9184","Pessoas","362","Pessoas","-","Pessoas","1501","Pessoas","10","Pessoas"
"MU","4301073","Arroio do Padre (RS)","2405","Pessoas","85","Pessoas","-","Pessoas","108","Pessoas","1","Pessoas"
"MU","4301107","Arroio dos Ratos (RS)","11846","Pessoas","965","Pessoas","2","Pessoas","1779","Pessoas","9","Pessoas"
"MU","4301206","Arroio do Tigre (RS)","10195","Pessoas","292","Pessoas","8","Pessoas","1561","Pessoas","2","Pessoas"
"MU","4301305","Arroio Grande (RS)","14390","Pessoas","1247","Pessoas","6","Pessoas","1891","Pessoas","23","Pessoas"
"MU","4301404","Arvorezinha (RS)","9166","Pessoas","217","Pessoas","-","Pessoas","939","Pessoas","-","Pessoas"
"MU","4301503","Augusto Pestana (RS)","6015","Pessoas","174","Pessoas","2","Pessoas","953","Pessoas","5","Pessoas"
"MU","4301552","Áurea (RS)","3188","Pessoas","43","Pessoas","-","Pessoas","165","Pessoas","-","Pessoas"
"MU","4301602","Bagé (RS)","82964","Pessoas","12984","Pessoas","96","Pessoas","21793","Pessoas","101","Pessoas"
"MU","4301636","Balneário Pinhal (RS)","11244","Pessoas","1252","Pessoas","4","Pessoas","2406","Pessoas","49","Pessoas"
"MU","4301651","Barão (RS)","5832","Pessoas","91","Pessoas","2","Pessoas","535","Pessoas","1","Pessoas"
"MU","4301701","Barão de Cotegipe (RS)","6322","Pessoas","84","Pessoas","-","Pessoas","686","Pessoas","52","Pessoas"
"MU","4301750","Barão do Triunfo (RS)","4932","Pessoas","151","Pessoas","-","Pessoas","805","Pessoas","1","Pessoas"
"MU","4301800","Barracão (RS)","3584","Pessoas","126","Pessoas","1","Pessoas","1117","Pessoas","3","Pessoas"
"MU","4301859","Barra do Guarita (RS)","2419","Pessoas","105","Pessoas","-","Pessoas","636","Pessoas","1","Pessoas"
"MU","4301875","Barra do Quaraí (RS)","2795","Pessoas","269","Pessoas","-","Pessoas","1176","Pessoas","1","Pessoas"
"MU","4301909","Barra do Ribeiro (RS)","9586","Pessoas","911","Pessoas","-","Pessoas","1465","Pessoas","263","Pessoas"
"MU","4301925","Barra do Rio Azul (RS)","1597","Pessoas","25","Pessoas","-","Pessoas","74","Pessoas","-","Pessoas"
"MU","4301958","Barra Funda (RS)","2127","Pessoas","69","Pessoas","-","Pessoas","298","Pessoas","4","Pessoas"
"MU","4302006","Barros Cassal (RS)","6779","Pessoas","233","Pessoas","1","Pessoas","2277","Pessoas","6","Pessoas"
"MU","4302055","Benjamin Constant do Sul (RS)","940","Pessoas","53","Pessoas","-","Pessoas","137","Pessoas","952","Pessoas"
